quantity,n,min,p5,p10,p25,p50,p75,p90,p95,p99,max,pct_tested_to_1000uM
"highest tested concentration (uM), active curves",338630,0.025,25.0,38.3141762452107,46.0829493087558,76.6283524904215,92.6497695852535,114.942528735632,200.0,200.0,1000000.0,0.016537223518294304
